[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
1377.000;23.200;-2669.251
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.700;257.252
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;22.200;257.080
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
[[0;0]]
982.000;21.800;261.091
[0.0000,0.0000]
